"No.","Info","Name_old","Name","Method","weight_mg","N  Area","C_area","N  Factor","C_factor","N  [%]","C_perc","C/N  ratio","Memo","Date       Time","Moisture  [%]"
154,"Nu,Cu","Tray3-D5","Tray3-D5","2mg70sIRMS",0.905,135,694,0.9505,0.9479,0.37,2.67,7.1389,,2020-11-21 03:50:26,0
155,"Nu,Cu","Tray3-D6","Tray3-D6","2mg70sIRMS",1.182,183,920,0.9505,0.9479,0.39,2.71,7.0123,,2020-11-21 04:02:36,0
156,"Nu,Cu","Tray3-D7","Tray3-D7","2mg70sIRMS",0.926,117,769,0.9505,0.9479,0.32,2.89,9.1415,,2020-11-21 04:14:49,0
157,"Nu,Cu","Tray3-D8","Tray3-D8","2mg70sIRMS",1.702,209,1406,0.9505,0.9479,0.31,2.88,9.3751,,2020-11-21 04:26:53,0
158,"Nu,Cu","Tray3-D9","Tray3-D9","2mg70sIRMS",1.357,168,1047,0.9505,0.9479,0.31,2.69,8.7001,,2020-11-21 04:39:04,0
159,"Nu,Cu","Tray3-D10","Tray3-D10","2mg70sIRMS",1.275,167,1017,0.9505,0.9479,0.33,2.78,8.4808,,2020-11-21 04:51:09,0
160,"Nu,Cu","Tray3-D11","Tray3-D11","2mg70sIRMS",0.084,402,1058,0.9505,0.9479,11.96,43.83,3.6641,,2020-11-21 05:03:12,0
161,"Nu,Cu","Tray3-D12","Tray3-D12","2mg70sIRMS",0.057,256,667,0.9505,0.9479,11.23,40.75,3.63,,2020-11-21 05:15:22,0
162,"Nu,Cu","MT","MT","2mg70sIRMS",100,20,32,0.9505,0.9479,0,0,2.1927,,2020-11-21 05:27:30,0
163,,"aspartic","aspartic","1mg70sIRMS",0.564,2353,5645,0.9664,0.9844,10.52,36.09,3.4306,,2020-11-21 05:38:15,0
164,"Nu,Cu","MT-A5","MT-A5","1mg70sIRMS",100,47,64,0.9664,0.9844,0,0,1.9404,,2020-11-21 05:48:59,0
165,"Nu,Cu","Tray3-A6","Tray3-A6","2mg70sIRMS",0.047,236,701,0.9664,0.9844,12.75,53.96,4.233,,2020-11-21 06:01:09,0
166,"Nu,Cu","Tray3-A7","Tray3-A7","2mg70sIRMS",0.06,265,716,0.9664,0.9844,11.21,43.12,3.8462,,2020-11-21 06:13:13,0
167,"Nu,Cu","Tray3-A8-MT","Tray3-A8-MT","1mg70sIRMS",100,52,18,0.9664,0.9844,0,0,0.4832,,2020-11-21 06:23:58,0
168,"Nu,Cu","Tray3-A9","Tray3-A9","2mg70sIRMS",1.339,172,1060,0.9664,0.9844,0.33,2.86,8.7525,,2020-11-21 06:36:00,0
169,"Nu,Cu","Tray3-A10","Tray3-A10","2mg70sIRMS",1.314,165,991,0.9664,0.9844,0.32,2.73,8.5247,,2020-11-21 06:48:09,0
170,"Nu,Cu","Tray3-A11","Tray3-A11","2mg70sIRMS",1.539,188,1154,0.9664,0.9844,0.31,2.71,8.7083,,2020-11-21 07:00:21,0
171,"Nu,Cu","Tray3-A12","Tray3-A12","2mg70sIRMS",1.024,161,894,0.9664,0.9844,0.4,3.16,7.9005,,2020-11-21 07:12:39,0
172,"Nu,Cu","Tray3-B1","Tray3-B1","2mg70sIRMS",1.604,197,1245,0.9664,0.9844,0.31,2.81,8.9758,,2020-11-21 07:24:48,0
173,"Nu,Cu","Tray3-B2","Tray3-B2","2mg70sIRMS",0.962,115,775,0.9664,0.9844,0.3,2.91,9.5665,,2020-11-21 07:36:58,0
174,"Nu,Cu","Tray3-B3","Tray3-B3","2mg70sIRMS",0.097,406,1208,0.9664,0.9844,10.64,45.03,4.2304,,2020-11-21 07:49:03,0
175,"Nu,Cu","Tray3-B4","Tray3-B4","2mg70sIRMS",0.043,243,591,0.9664,0.9844,14.35,49.7,3.463,,2020-11-21 08:01:11,0
176,"Nu,Cu","MT","MT","2mg70sIRMS",100,74,53,0.9664,0.9844,0,0,1.0162,,2020-11-21 08:13:13,0
177,,"aspartic","aspartic","1mg70sIRMS",0.821,3459,8474,0.9572,0.9532,10.52,36.09,3.4306,,2020-11-21 08:23:57,0
178,"Nu,Cu","MT","MT","1mg70sIRMS",100,46,5,0.9572,0.9532,0,0,0.1667,,2020-11-21 14:24:59,0
179,"Nu,Cu","MT","MT","1mg70sIRMS",100,55,22,0.9572,0.9532,0,0,0.5505,,2020-11-21 14:35:35,0
180,,"runin","runin","1mg70sIRMS",0.72,3002,7451,0.9572,0.9532,10.41,36.16,3.4725,,2020-11-21 14:46:17,0
181,,"runin","runin","1mg70sIRMS",0.529,2201,5427,0.9572,0.9532,10.39,35.82,3.4468,,2020-11-21 14:56:59,0
182,,"aspartic","aspartic","1mg70sIRMS",0.582,2459,6079,0.9541,0.9432,10.52,36.09,3.4306,,2020-11-21 15:07:38,0
183,,"aspartic","aspartic","1mg70sIRMS",0.823,3503,8454,0.9476,0.9577,10.52,36.09,3.4306,,2020-11-21 15:18:18,0
184,"Nu,Cu","Tray4-COND","Tray4-COND","1mg70sIRMS",0.045,198,591,0.9509,0.9504,11,45.82,4.1661,,2020-11-21 15:28:58,0
185,"Nu,Cu","Tray4-COND","Tray4-COND","1mg70sIRMS",0.058,238,748,0.9509,0.9504,10.26,45.04,4.3898,,2020-11-21 15:39:39,0
186,"Nu,Cu","Tray4-COND","Tray4-COND","1mg70sIRMS",0.049,256,704,0.9509,0.9504,13.05,50.17,3.845,,2020-11-21 15:50:22,0
187,"Nu,Cu","Tray4-COND","Tray4-COND","1mg70sIRMS",0.048,261,639,0.9509,0.9504,13.59,46.45,3.4185,,2020-11-21 16:01:02,0
188,"Nu,Cu","Tray4-A5-MT","Tray4-A5-MT","1mg70sIRMS",100,110,36,0.9509,0.9504,0,0,0.4623,,2020-11-21 16:11:46,0
189,"Nu,Cu","Tray4-A6","Tray4-A6","2mg70sIRMS",0.078,369,1078,0.9509,0.9504,11.81,48.25,4.0839,,2020-11-21 16:23:47,0
190,"Nu,Cu","Tray4-A7","Tray4-A7","2mg70sIRMS",0.045,236,616,0.9509,0.9504,13.1,47.76,3.6444,,2020-11-21 16:35:48,0
191,"Nu,Cu","Tray4-A8-MT","Tray4-A8-MT","2mg70sIRMS",100,69,0,0.9509,0.9504,0,0,0.0084,,2020-11-21 16:48:01,0
192,"Nu,Cu","Tray4-A9","Tray4-A9","2mg70sIRMS",1.44,162,1020,0.9509,0.9504,0.28,2.47,8.8073,,2020-11-21 17:00:09,0
193,"Nu,Cu","Tray4-A10","Tray4-A10","2mg70sIRMS",1.022,131,767,0.9509,0.9504,0.32,2.62,8.2039,,2020-11-21 17:12:11,0
194,"Nu,Cu","Tray4-A11","Tray4-A11","2mg70sIRMS",1.485,181,1055,0.9509,0.9504,0.31,2.48,8.1235,,2020-11-21 17:24:22,0
195,"Nu,Cu","Tray4-A12","Tray4-A12","2mg70sIRMS",1.522,187,1211,0.9509,0.9504,0.31,2.78,9.0388,,2020-11-21 17:36:26,0
196,"Nu,Cu","Tray4-B1","Tray4-B1","2mg70sIRMS",1.703,157,1280,0.9509,0.9504,0.23,2.62,11.3486,,2020-11-21 17:48:34,0
197,"Nu,Cu","Tray4-B2","Tray4-B2","2mg70sIRMS",1.348,175,1042,0.9509,0.9504,0.32,2.7,8.3341,,2020-11-21 18:00:41,0
198,"Nu,Cu","Tray4-B3","Tray4-B3","2mg70sIRMS",0.055,297,723,0.9509,0.9504,13.52,45.86,3.3919,,2020-11-21 18:12:47,0
199,"Nu,Cu","Tray4-B4","Tray4-B4","2mg70sIRMS",0.065,285,817,0.9509,0.9504,10.97,43.87,3.999,,2020-11-21 18:24:49,0
200,,"aspartic","aspartic","1mg70sIRMS",0.537,2291,5636,0.9451,0.9388,10.52,36.09,3.4306,,2020-11-21 18:35:30,0
201,,"aspartic","aspartic","1mg70sIRMS",0.57,2332,5684,0.9855,0.9881,10.52,36.09,3.4306,,2020-11-21 18:46:13,0
202,"Nu,Cu","Tray4-B5","Tray4-B5","2mg70sIRMS",1.576,134,1282,0.9653,0.9634,0.22,2.88,13.2817,,2020-11-21 18:58:24,0
203,"Nu,Cu","Tray4-B6","Tray4-B6","2mg70sIRMS",1.65,181,1212,0.9653,0.9634,0.28,2.6,9.3567,,2020-11-21 19:10:32,0
204,"Nu,Cu","Tray4-B7","Tray4-B7","2mg70sIRMS",1.281,153,875,0.9653,0.9634,0.3,2.42,7.9584,,2020-11-21 19:22:39,0
205,"Nu,Cu","Tray4-B8","Tray4-B8","2mg70sIRMS",1.279,145,878,0.9653,0.9634,0.29,2.43,8.453,,2020-11-21 19:34:45,0
206,"Nu,Cu","Tray4-B9","Tray4-B9","2mg70sIRMS",1.075,129,808,0.9653,0.9634,0.3,2.66,8.7286,,2020-11-21 19:46:54,0
207,"Nu,Cu","Tray4-B10","Tray4-B10","2mg70sIRMS",1.101,156,823,0.9653,0.9634,0.36,2.65,7.3624,,2020-11-21 19:58:59,0
208,"Nu,Cu","Tray4-B11","Tray4-B11","2mg70sIRMS",0.045,254,610,0.9653,0.9634,14.32,47.93,3.3464,,2020-11-21 20:11:09,0
209,"Nu,Cu","Tray4-B12","Tray4-B12","2mg70sIRMS",100,69,20,0.9653,0.9634,0,0,0.3993,,2020-11-21 20:23:16,0
210,"Nu,Cu","Tray4-C1","Tray4-C1","2mg70sIRMS",1.295,164,1016,0.9653,0.9634,0.32,2.78,8.6626,,2020-11-21 20:35:24,0
211,"Nu,Cu","Tray4-C2","Tray4-C2","2mg70sIRMS",1.011,167,777,0.9653,0.9634,0.42,2.72,6.4771,,2020-11-21 20:47:30,0
212,"Nu,Cu","Tray4-C3","Tray4-C3","2mg70sIRMS",1.038,112,761,0.9653,0.9634,0.27,2.59,9.4659,,2020-11-21 20:59:34,0
213,"Nu,Cu","Tray4-C4","Tray4-C4","2mg70sIRMS",1.244,174,1013,0.9653,0.9634,0.35,2.88,8.1234,,2020-11-21 21:11:58,0
214,"Nu,Cu","Tray4-C5","Tray4-C5","2mg70sIRMS",1.337,176,1204,0.9653,0.9634,0.33,3.19,9.5344,,2020-11-21 21:24:04,0
215,"Nu,Cu","Tray4-C6","Tray4-C6","2mg70sIRMS",1.538,208,1178,0.9653,0.9634,0.34,2.71,7.8986,,2020-11-21 21:36:15,0
216,"Nu,Cu","Tray4-C7","Tray4-C7","2mg70sIRMS",100,61,51,0.9653,0.9634,0,0,1.1624,,2020-11-21 21:48:24,0
217,"Nu,Cu","Tray4-C8","Tray4-C8","2mg70sIRMS",0.054,264,748,0.9653,0.9634,12.41,49,3.9496,,2020-11-21 22:00:39,0
218,"Nu,Cu","Tray4-C9","Tray4-C9","2mg70sIRMS",1.486,179,1107,0.9653,0.9634,0.31,2.64,8.6203,,2020-11-21 22:12:43,0
219,"Nu,Cu","Tray4-C10","Tray4-C10","2mg70sIRMS",1.241,180,1086,0.9653,0.9634,0.37,3.1,8.4237,,2020-11-21 22:24:46,0
220,"Nu,Cu","Tray4-C11","Tray4-C11","2mg70sIRMS",1.362,162,987,0.9653,0.9634,0.3,2.56,8.4645,,2020-11-21 22:36:58,0
221,"Nu,Cu","Tray4-C12","Tray4-C12","2mg70sIRMS",1.829,202,1470,0.9653,0.9634,0.28,2.84,10.1242,,2020-11-21 22:49:08,0
222,"Nu,Cu","Tray4-D1","Tray4-D1","2mg70sIRMS",1.274,175,1028,0.9653,0.9634,0.35,2.86,8.2036,,2020-11-21 23:01:18,0
223,"Nu,Cu","Tray4-D2","Tray4-D2","2mg70sIRMS",1.481,193,1141,0.9653,0.9634,0.33,2.73,8.2289,,2020-11-21 23:13:35,0
224,,"aspartic","aspartic","1mg70sIRMS",0.513,2134,5121,0.969,0.9872,10.52,36.09,3.4306,,2020-11-21 23:24:17,0
225,,"aspartic","aspartic","1mg70sIRMS",0.567,2378,5834,0.9613,0.9575,10.52,36.09,3.4306,,2020-11-21 23:35:05,0
226,"Nu,Cu","Tray4-D3","Tray4-D3","2mg70sIRMS",0.038,189,528,0.9652,0.9723,12.64,49.61,3.9244,,2020-11-21 23:47:17,0
227,"Nu,Cu","Tray4-D4","Tray4-D4","2mg70sIRMS",0.056,232,684,0.9652,0.9723,10.53,43.59,4.1418,,2020-11-21 23:59:19,0
228,"Nu,Cu","Tray4-D5","Tray4-D5","2mg70sIRMS",1.169,148,962,0.9652,0.9723,0.32,2.94,9.1726,,2020-11-22 00:11:28,0
229,"Nu,Cu","Tray4-D6","Tray4-D6","2mg70sIRMS",1.044,147,846,0.9652,0.9723,8.49,68.63,8.0796,,2020-11-22 00:23:27,0
230,"Nu,Cu","Tray4-D7","Tray4-D7","2mg70sIRMS",1.054,137,797,0.9652,0.9723,0.33,2.7,8.1692,,2020-11-22 00:35:38,0
231,"Nu,Cu","Tray4-D8","Tray4-D8","2mg70sIRMS",1.089,140,870,0.9652,0.9723,0.33,2.85,8.7185,,2020-11-22 00:47:41,0
232,"Nu,Cu","Tray4-D9","Tray4-D9","2mg70sIRMS",1.462,164,1084,0.9652,0.9723,0.28,2.65,9.2928,,2020-11-22 00:59:42,0
233,"Nu,Cu","Tray4-D10","Tray4-D10","2mg70sIRMS",1.29,125,962,0.9652,0.9723,0.25,2.66,10.7975,,2020-11-22 01:11:46,0
234,"Nu,Cu","Tray4-D11","Tray4-D11","2mg70sIRMS",0.04,198,547,0.9652,0.9723,12.58,48.84,3.8821,,2020-11-22 01:23:52,0
235,"Nu,Cu","Tray4-D12","Tray4-D12","2mg70sIRMS",0.054,232,693,0.9652,0.9723,10.91,45.86,4.2052,,2020-11-22 01:36:01,0
236,"Nu,Cu","MT","MT","2mg70sIRMS",100,31,34,0.9652,0.9723,0,0,1.5501,,2020-11-22 01:48:10,0
237,,"aspartic","aspartic","1mg70sIRMS",0.605,2489,6100,0.9801,0.9771,10.52,36.09,3.4306,,2020-11-22 01:58:55,0
238,"Nu,Cu","MT","MT","1mg70sIRMS",100,69,33,0.9801,0.9771,0,0,0.6755,,2020-11-22 15:25:34,0
239,"Nu,Cu","MT","MT","1mg70sIRMS",100,84,17,0.9801,0.9771,0,0,0.2891,,2020-11-22 15:36:14,0
240,,"runin","runin","1mg70sIRMS",0.672,2764,6763,0.9801,0.9771,10.52,36.04,3.4258,,2020-11-22 15:46:54,0
241,,"runin","runin","1mg70sIRMS",0.505,2165,5181,0.9801,0.9771,10.97,36.71,3.3476,,2020-11-22 15:57:36,0
242,,"aspartic","aspartic","1mg70sIRMS",0.637,2672,6308,0.9612,0.9947,10.52,36.09,3.4306,,2020-11-22 16:08:19,0
243,,"aspartic","aspartic","1mg70sIRMS",0.502,2131,5345,0.9496,0.9255,10.52,36.09,3.4306,,2020-11-22 16:19:04,0
244,"Nu,Cu","Tray5-COND","Tray5-COND","1mg70sIRMS",0.05,222,619,0.9554,0.9601,11.15,43.65,3.9156,,2020-11-22 16:29:51,0
245,"Nu,Cu","Tray5-COND","Tray5-COND","1mg70sIRMS",0.056,285,805,0.9554,0.9601,12.81,50.68,3.9575,,2020-11-22 16:40:45,0
246,"Nu,Cu","Tray5-COND","Tray5-COND","1mg70sIRMS",0.069,286,782,0.9554,0.9601,10.41,39.97,3.8394,,2020-11-22 16:51:30,0
247,"Nu,Cu","Tray5-COND","Tray5-COND","1mg70sIRMS",0.063,316,849,0.9554,0.9601,12.62,47.53,3.7666,,2020-11-22 17:02:16,0
248,"Nu,Cu","Tray5-A5-MT","Tray5-A5-MT","1mg70sIRMS",100,103,39,0.9554,0.9601,0,0,0.5297,,2020-11-22 17:13:17,0
249,"Nu,Cu","Tray5-A6","Tray5-A6","2mg70sIRMS",0.059,267,760,0.9554,0.9601,11.35,45.41,4.0008,,2020-11-22 17:25:30,0
250,"Nu,Cu","Tray5-A7","Tray5-A7","2mg70sIRMS",0.064,279,698,0.9554,0.9601,10.96,38.46,3.5078,,2020-11-22 17:37:35,0
251,"Nu,Cu","Tray5-A8-MT","Tray5-A8-MT","2mg70sIRMS",100,45,4,0.9554,0.9601,0,0,0.138,,2020-11-22 17:49:44,0
252,"Nu,Cu","Tray5-A9","Tray5-A9","2mg70sIRMS",1.103,137,913,0.9554,0.9601,0.31,2.92,9.3804,,2020-11-22 18:02:01,0
253,"Nu,Cu","Tray5-A10","Tray5-A10","2mg70sIRMS",1.726,215,1468,0.9554,0.9601,0.31,3,9.5681,,2020-11-22 18:14:08,0
254,"Nu,Cu","Tray5-A11","Tray5-A11","2mg70sIRMS",1.81,236,1515,0.9554,0.9601,0.33,2.95,8.9904,,2020-11-22 18:26:17,0
255,"Nu,Cu","Tray5-A12","Tray5-A12","2mg70sIRMS",1.225,152,940,0.9554,0.9601,0.31,2.71,8.6708,,2020-11-22 18:38:32,0
256,"Nu,Cu","Tray5-B1","Tray5-B1","2mg70sIRMS",1.004,140,831,0.9554,0.9601,0.35,2.92,8.3314,,2020-11-22 18:50:42,0
257,"Nu,Cu","Tray5-B2","Tray5-B2","2mg70sIRMS",1.148,163,889,0.9554,0.9601,0.36,2.73,7.6508,,2020-11-22 19:02:53,0
258,"Nu,Cu","MT","MT","2mg70sIRMS",100,75,35,0.9554,0.9601,0,0,0.6453,,2020-11-22 19:15:00,0
259,,"aspartic","aspartic","2mg70sIRMS",0.671,2844,6942,0.9515,0.9518,10.52,36.09,3.4306,,2020-11-22 19:27:08,0
260,,"aspartic","aspartic","2mg70sIRMS",0.588,2482,5972,0.9553,0.97,10.52,36.09,3.4306,,2020-11-22 19:39:11,0
261,"Nu,Cu","Tray5-B3","Tray5-B3","2mg70sIRMS",0.062,277,834,0.9534,0.9609,11.22,47.49,4.2338,,2020-11-22 19:51:18,0
262,"Nu,Cu","Tray5-B4","Tray5-B4","2mg70sIRMS",0.087,357,1013,0.9534,0.9609,10.3,41.11,3.9928,,2020-11-22 20:03:32,0
263,"Nu,Cu","Tray5-B5","Tray5-B5","2mg70sIRMS",1.176,159,849,0.9534,0.9609,0.34,2.55,7.5014,,2020-11-22 20:15:43,0
264,"Nu,Cu","Tray5-B6","Tray5-B6","2mg70sIRMS",0.95,68,733,0.9534,0.9609,0.18,2.72,15.2454,,2020-11-22 20:27:50,0
265,"Nu,Cu","Tray5-B7","Tray5-B7","2mg70sIRMS",1.433,196,1097,0.9534,0.9609,0.34,2.7,7.8709,,2020-11-22 20:40:01,0
266,"Nu,Cu","Tray5-B8","Tray5-B8","2mg70sIRMS",1.255,162,987,0.9534,0.9609,0.32,2.78,8.5821,,2020-11-22 20:52:05,0
267,"Nu,Cu","Tray5-B9","Tray5-B9","2mg70sIRMS",0.921,155,786,0.9534,0.9609,0.42,3.01,7.1207,,2020-11-22 21:04:18,0
268,"Nu,Cu","Tray5-B10","Tray5-B10","2mg70sIRMS",1.429,193,1159,0.9534,0.9609,0.34,2.86,8.4534,,2020-11-22 21:16:22,0
269,"Nu,Cu","Tray5-B11","Tray5-B11","2mg70sIRMS",0.053,240,681,0.9534,0.9609,11.33,45.34,4.0014,,2020-11-22 21:28:33,0
270,"Nu,Cu","Tray5-B12-MT","Tray5-B12-MT","2mg70sIRMS",100,62,36,0.9534,0.9609,0,0,0.8218,,2020-11-22 21:40:39,0
271,"Nu,Cu","Tray5-C1","Tray5-C1","2mg70sIRMS",1.444,172,1126,0.9534,0.9609,0.3,2.75,9.2092,,2020-11-22 21:52:51,0
272,"Nu,Cu","Tray5-C2","Tray5-C2","2mg70sIRMS",0.997,130,778,0.9534,0.9609,0.33,2.75,8.4267,,2020-11-22 22:04:55,0
273,"Nu,Cu","Tray5-C3","Tray5-C3","2mg70sIRMS",0.95,137,812,0.9534,0.9609,0.36,3.02,8.3375,,2020-11-22 22:16:58,0
274,"Nu,Cu","Tray5-C4","Tray5-C4","2mg70sIRMS",1.442,190,1171,0.9534,0.9609,0.33,2.87,8.6858,,2020-11-22 22:29:01,0
275,"Nu,Cu","Tray5-C5","Tray5-C5","2mg70sIRMS",1.624,185,1272,0.9534,0.9609,0.29,2.77,9.7006,,2020-11-22 22:41:09,0
276,"Nu,Cu","Tray5-C6","Tray5-C6","2mg70sIRMS",1.709,231,1399,0.9534,0.9609,0.34,2.89,8.5315,,2020-11-22 22:53:11,0
277,"Nu,Cu","Tray5-C7-MT","Tray5-C7-MT","2mg70sIRMS",100,82,60,0.9534,0.9609,0,0,1.0242,,2020-11-22 23:05:11,0
278,,"aspartic","aspartic","2mg70sIRMS",0.649,2751,6689,0.9513,0.9555,10.52,36.09,3.4306,,2020-11-22 23:17:13,0
279,,"aspartic","aspartic","2mg70sIRMS",0.737,3078,7548,0.9655,0.9611,10.52,36.09,3.4306,,2020-11-22 23:29:17,0
280,"Nu,Cu","Tray5-C8","Tray5-C8","2mg70sIRMS",0.061,276,779,0.9584,0.9583,11.42,44.97,3.9381,,2020-11-22 23:41:22,0
281,"Nu,Cu","Tray5-C9","Tray5-C9","2mg70sIRMS",1.343,159,1028,0.9584,0.9583,0.3,2.69,9.0317,,2020-11-22 23:53:31,0
282,"Nu,Cu","Tray5-C10","Tray5-C10","2mg70sIRMS",1.29,154,1010,0.9584,0.9583,0.3,2.76,9.1585,,2020-11-23 00:05:39,0
283,"Nu,Cu","Tray5-C11","Tray5-C11","2mg70sIRMS",1.404,181,1150,0.9584,0.9583,0.32,2.88,8.8848,,2020-11-23 00:17:42,0
284,"Nu,Cu","Tray5-C12","Tray5-C12","2mg70sIRMS",1.129,171,963,0.9584,0.9583,0.38,3,7.8716,,2020-11-23 00:29:45,0
285,"Nu,Cu","Tray5-D1","Tray5-D1","2mg70sIRMS",1.125,119,873,0.9584,0.9583,0.27,2.73,10.2533,,2020-11-23 00:41:57,0
286,"Nu,Cu","Tray5-D2","Tray5-D2","2mg70sIRMS",1.319,146,946,0.9584,0.9583,0.28,2.52,9.0676,,2020-11-23 00:54:05,0
287,"Nu,Cu","Tray5-D3","Tray5-D3","2mg70sIRMS",0.058,269,729,0.9584,0.9583,11.68,44.24,3.7885,,2020-11-23 01:06:12,0
288,"Nu,Cu","Tray5-D4","Tray5-D4","2mg70sIRMS",0.055,212,658,0.9584,0.9583,9.72,42.08,4.331,,2020-11-23 01:18:16,0
289,"Nu,Cu","Tray5-D5","Tray5-D5","2mg70sIRMS",0.985,101,714,0.9584,0.9583,0.26,2.55,9.8857,,2020-11-23 01:30:19,0
290,"Nu,Cu","Tray5-D6","Tray5-D6","2mg70sIRMS",1.608,211,1188,0.9584,0.9583,0.33,2.6,7.8764,,2020-11-23 01:42:28,0
291,"Nu,Cu","Tray5-D7","Tray5-D7","2mg70sIRMS",1.165,159,874,0.9584,0.9583,0.34,2.64,7.6826,,2020-11-23 01:54:31,0
292,"Nu,Cu","Tray5-D8","Tray5-D8","2mg70sIRMS",1.367,174,1035,0.9584,0.9583,0.32,2.66,8.3249,,2020-11-23 02:06:34,0
293,"Nu,Cu","Tray5-D9","Tray5-D9","2mg70sIRMS",1.072,150,830,0.9584,0.9583,0.35,2.73,7.7455,,2020-11-23 02:18:41,0
294,"Nu,Cu","Tray5-D10","Tray5-D10","2mg70sIRMS",1.264,180,1004,0.9584,0.9583,0.36,2.8,7.8131,,2020-11-23 02:30:47,0
295,"Nu,Cu","Tray5-D11","Tray5-D11","2mg70sIRMS",0.067,318,886,0.9584,0.9583,11.95,46.54,3.8957,,2020-11-23 02:42:52,0
296,"Nu,Cu","Tray5-D12","Tray5-D12","2mg70sIRMS",0.066,290,806,0.9584,0.9583,11.07,43,3.8852,,2020-11-23 02:54:59,0
297,"Nu,Cu","MT","MT","2mg70sIRMS",100,36,12,0.9584,0.9583,0,0,0.4811,,2020-11-23 03:07:06,0
298,,"aspartic","aspartic","2mg70sIRMS",0.504,2085,5207,0.9743,0.9539,10.52,36.09,3.4306,,2020-11-23 03:19:17,0
299,,"aspartic","aspartic","2mg70sIRMS",0.608,2591,6288,0.9461,0.9524,10.52,36.09,3.4306,,2020-11-23 03:31:30,0
300,,,,,0,0,0,0.9602,0.9532,0,0,0,,,0
